kingdom,phylum,class,order,family,genus,species,decimalLatitude,decimalLongitude,annual_mean_temperature,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,min_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,mean_temperature_driest_quarter,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,aridity_index,topsoil_ph,subsoil_ph,topsoil_texture,subsoil_texture,elevation,reliability_score
Plantae,Tracheophyta,Liliopsida,Zingiberales,Cannaceae,Canna,Canna hybrida,27.149169,95.048159,0.9187675070028012,0.8125,0.5416666666666666,0.3538145941193709,0.9154518950437318,0.7263581488933601,0.6417910447761194,0.8864142538975501,0.7854166666666667,0.8974358974358975,0.8530701754385965,0.0525629451299027,0.0900109769484083,0.0,0.8721804511278195,0.0677790903721205,0.0099502487562189,0.0129894578313253,0.0004162330905306,0.028756202092198,0.9036144370661716,0.0,1.0,0.0,0.0336599241466498,0.5793260056933773
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Butea,Butea monosperma,17.398964,78.521926,0.683046683046683,0.3853211009174312,0.4242424242424242,0.2517596101786681,0.5217391304347826,0.670549084858569,0.2727272727272727,0.7155555555555555,0.6717687074829932,0.6225895316804407,0.7084805653710248,0.2546922512320436,0.2500983090837593,0.0689655172413793,0.5419847328244275,0.2454672245467224,0.1322033898305084,0.3146603098927294,0.0088368269625976,0.2440868157601093,0.6144578057149449,0.6265059867191088,0.6666666666666666,0.6923076923076923,0.2435424354243542,0.4997981905196597
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Barleria,Barleria mysorensis,12.890993,77.467569,0.8760563380281691,0.4642857142857143,0.5869565217391305,0.3012232415902141,0.673469387755102,0.7505030181086519,0.3592814371257485,0.8859060402684564,0.76875,0.7967741935483871,0.8355263157894737,0.3410226835832372,0.1990950226244343,0.1276595744680851,0.2932330827067669,0.2497131931166348,0.3233830845771144,0.2748222603579309,0.0137304604985213,0.2937105080536177,0.6144578057149449,0.6265059867191088,0.6666666666666666,0.6923076923076923,0.0096396965865992,0.5204021468563388
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,13.10676,77.574566,0.9957983193277312,0.411214953271028,0.4878048780487805,0.260122699386503,0.8531746031746031,0.889589905362776,0.3645833333333333,0.8484848484848485,0.8551724137931035,0.9013452914798208,0.9370860927152318,0.1148503508520693,0.0854353132628153,0.048780487804878,0.515625,0.0994634750309533,0.0670731707317073,0.0162337662337662,0.0711056309083436,0.069537612667939,0.8795180750578437,0.9036144370661716,0.6666666666666666,0.6923076923076923,0.0084435688150858,0.5504068025804879
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Oryza,Oryza rufipogon,24.933333,82.633333,0.9847328244274808,0.4035087719298245,0.4558823529411764,0.2247180538726815,0.864406779661017,0.9106463878326996,0.3257142857142857,0.8494623655913979,0.9417670682730924,0.9176470588235294,0.9591002044989776,0.1196572681080004,0.1193430656934306,0.0111111111111111,0.5136986301369864,0.1018545775684427,0.0245098039215686,0.0368282600526118,0.0297792586422324,0.0767265002001293,0.6506024061776953,0.6265059867191088,0.3333333333333333,0.9230769230769232,0.0017301038062283,0.5627932942740165
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Trianthema,Trianthema portulacastrum,12.857754,77.520063,0.8229166666666666,0.6355140186915887,0.36,0.5526315789473685,0.84472049689441,0.6622641509433962,0.7164179104477612,0.8432835820895522,0.7568093385214008,0.8522012578616353,0.7227926078028748,0.1633901705115346,0.1843841642228739,0.2954545454545454,0.626984126984127,0.1752440106477373,0.5333333333333333,0.1005091457665472,0.0452049007182087,0.1472238016935347,0.746987911661265,0.7349397306571012,0.3333333333333333,0.7692307692307693,0.0952892710012538,0.5425354184675827
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,Jatropha integerrima,18.983931,74.504419,0.8802083333333334,0.794392523364486,0.66,0.2276686434395848,0.8291925465838509,0.769811320754717,0.5313432835820896,0.7711442786069652,0.8521400778210116,0.8113207547169812,0.8747433264887063,0.0475426278836509,0.0439882697947214,0.0,0.4365079365079365,0.0400769003253475,0.0153846153846153,0.0190458231189892,0.0073933248838191,0.0248036759846936,0.7710843311198514,0.8192771125867657,0.6666666666666666,0.6923076923076923,0.1325452265806913,0.5473728617822288
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Strobilanthes,Strobilanthes callosa,19.237272,72.964542,0.9365558912386708,0.5267857142857143,0.6511627906976745,0.1957179688375742,0.8258064516129032,0.8747252747252747,0.3856655290102389,0.9033018867924528,0.8969072164948454,0.8618181818181818,0.9333333333333332,0.0871050384286934,0.0487190256194876,0.0,0.4146341463414634,0.0630517023959646,0.0151515151515151,0.0232258064516129,0.0075268817204301,0.0396017654527499,0.7710843311198514,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.1006024096385542,0.5478805761092632
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Heteropogon,Heteropogon contortus,26.089683,76.471492,0.904225352112676,0.7857142857142857,0.391304347826087,0.5702757916241062,0.971518987341772,0.6951219512195121,0.7613293051359517,0.9230769230769232,0.8770833333333333,0.9590443686006824,0.7916666666666666,0.0912469562988594,0.1201151789387083,0.0212765957446808,0.8947368421052632,0.1260038240917782,0.0505050505050505,0.0755087031135082,0.0040135192226446,0.0547427256288015,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.0520153550863723,0.5616684300627939
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dendrolobium,Dendrolobium triangulare,18.530398,73.525021,0.8687150837988827,0.5263157894736842,0.6666666666666666,0.160776854539994,0.7329192546583851,0.794,0.3720930232558139,0.8413461538461539,0.8448275862068966,0.7705479452054794,0.8879120879120879,0.4165445367204038,0.4452438049560351,0.0,0.9083969465648856,0.4311389337641357,0.003690036900369,0.1284114765570329,0.000616522811344,0.3186031270480292,0.7710843311198514,0.8192771125867657,0.6666666666666666,0.6923076923076923,0.1092609915809167,0.528279776352697
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides,9.61983,76.885157,0.9523809523809524,0.2321428571428571,0.875,0.0727165237954478,0.749271137026239,0.971830985915493,0.1074626865671641,0.8501118568232662,0.95625,0.8365384615384616,0.9824561403508772,0.379597590670255,0.3089795918367347,0.0425531914893617,0.4812030075187969,0.3367147179213383,0.1890547263681592,0.0931600882569257,0.3991675338189386,0.2917494395742587,0.8795180750578437,0.9036144370661716,0.6666666666666666,0.6923076923076923,0.0030025284450063,0.5536930604292664
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum vulgare,31.076944,78.195833,0.8901734104046243,0.5504587155963303,0.74,0.1406987724268177,0.7804878048780488,0.8516129032258064,0.3252279635258359,0.8275109170305677,0.8181818181818182,0.7961165048543689,0.91196388261851,0.064671620807391,0.0494505494505494,0.024390243902439,0.3740458015267175,0.0508499630450849,0.0490196078431372,0.0152714932126696,0.0064556434818825,0.0443533473061274,0.8192771125867657,0.8915662560620077,1.0,0.2307692307692307,0.1078172205438066,0.5507918588402361
Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus benghalensis,18.862725,82.011847,0.9467787114845938,0.1875,0.8478260869565217,0.0631589319144743,0.717201166180758,0.9617706237424548,0.0895522388059701,0.8523489932885906,0.9395833333333332,0.8301282051282052,0.9824561403508772,0.4409842368319877,0.4401480872069107,0.0638297872340425,0.6240601503759399,0.4447410571276027,0.0845771144278607,0.0858053444471684,0.3939646201873049,0.3294392097541417,0.6506024061776953,0.6265059867191088,0.3333333333333333,0.9230769230769232,0.0030025284450063,0.5622020816862648
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,Nerium oleander,13.082256,80.193978,0.9832402234636872,0.4035087719298245,0.6041666666666666,0.2320552607868655,0.8518518518518519,0.902,0.3313953488372093,0.900709219858156,0.9440860215053763,0.9315068493150684,0.956043956043956,0.1799381208272268,0.1199040767386091,0.0256410256410256,0.4436090225563909,0.1296445880452342,0.066420664206642,0.066480055983205,0.0291820797369502,0.1174749555285085,0.746987911661265,0.746987911661265,0.6666666666666666,0.3846153846153846,0.0035547240411599,0.5468489506358228
Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Curcuma,Curcuma caulina,17.632954,73.830848,0.9273743016759776,0.3596491228070175,0.6458333333333334,0.1615777355090599,0.7267080745341615,0.852,0.2819767441860465,0.9134615384615384,0.8685344827586207,0.8321917808219178,0.9230769230769232,0.4478098029636867,0.4500399680255795,0.0,0.8778625954198473,0.4638529886914378,0.003690036900369,0.1651504548635409,0.0002055076037813,0.3648534781387511,0.746987911661265,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.0488306828811973,0.5337609380040195
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Duranta,Duranta erecta,25.022317,85.375981,0.9719887955182072,0.3839285714285714,0.5416666666666666,0.2313177688776008,0.8775510204081632,0.9014084507042254,0.3432835820895522,0.9086859688195992,0.9104166666666668,0.9262820512820512,0.9451754385964912,0.0921857759053064,0.0804976216611781,0.0425531914893617,0.4661654135338345,0.0821027761370348,0.0696517412935323,0.0316265060240963,0.0104058272632674,0.06926373677015,0.8192771125867657,0.8915662560620077,1.0,0.2307692307692307,0.0039506953223767,0.5586733345611473
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Cestrum,Cestrum nocturnum,31.384885,76.360117,0.789272030651341,0.719626168224299,0.3181818181818182,0.6071353399284362,0.8531746031746031,0.5856079404466501,0.7719869706840391,0.9061032863849764,0.634375,0.8430493273542601,0.6693121693121693,0.1017447758165956,0.1281575037147102,0.2093023255813953,0.6153846153846154,0.1137751303052866,0.351063829787234,0.0786367098248286,0.0250719276613234,0.0828381361033508,0.746987911661265,0.7349397306571012,0.3333333333333333,0.7692307692307693,0.1044188010132282,0.5474115699869502
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga oppositifolia,22.866667,85.133333,0.9414758269720102,0.3697478991596639,0.5735294117647058,0.0941954719090654,0.7605633802816901,0.8956356736242884,0.2428571428571428,0.8471337579617835,0.9116465863453816,0.8294117647058824,0.9693251533742332,0.2574444776416691,0.3539919795843966,0.0,0.8106508875739645,0.302588996763754,0.0032679738562091,0.0227187382651145,0.0020824656393169,0.2231332492385318,0.5903614437066171,0.6024096247107811,0.6666666666666666,0.2307692307692307,0.0250865051903114,0.5410203738722773
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Stylosanthes,Stylosanthes hamata,17.75307,73.995362,0.9859943977591036,0.4375,0.5869565217391305,0.2378559463986599,0.8862973760932945,0.9074446680080482,0.3432835820895522,0.883668903803132,0.9145833333333332,0.9294871794871796,0.9517543859649122,0.1167499679610406,0.0793911970382558,0.0638297872340425,0.3082706766917293,0.0825769709912795,0.1094527363184079,0.032606030889924,0.0609781477627471,0.0743224771729027,0.9156626180703354,0.0,0.6666666666666666,0.0,0.0178571428571428,0.5747808405880399
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Dodonaea,Dodonaea viscosa,16.378768,77.893111,0.9287531806615776,0.5966386554621849,0.3088235294117647,0.3915960122985186,0.9464788732394366,0.7628083491461101,0.6314285714285715,0.9087048832271762,0.7891566265060241,0.9264705882352942,0.8629856850715747,0.1435116024300368,0.1520233321181188,0.0166666666666666,0.7396449704142012,0.1544571932921447,0.0392156862745098,0.0514457378895982,0.0049979175343606,0.1020059686798141,0.7590361501156876,0.7349397306571012,0.3333333333333333,0.7692307692307693,0.0389273356401384,0.5537010941796993
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea parasitica,12.310168,76.631131,0.856338028169014,0.7410714285714286,0.3695652173913043,0.6219611848825332,0.8955696202531646,0.6686991869918699,0.7280966767371602,0.9172259507829976,0.9208333333333332,0.9078498293515358,0.7346491228070176,0.1177752146610278,0.1131221719457013,0.1489361702127659,0.5939849624060151,0.1332695984703633,0.2878787878787879,0.0850698700661927,0.0217574989438107,0.0925530166036495,0.9638553995372496,0.9759036379916722,0.6666666666666666,0.6923076923076923,0.0669865642994241,0.5540446012705332
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Heliotropium,Heliotropium europaeum,28.907694,76.592244,0.9592875318066156,0.2184873949579832,0.6617647058823529,0.0714618466412,0.7380281690140845,0.9639468690702088,0.1171428571428571,0.8407643312101911,0.9518072289156626,0.8382352941176471,0.983640081799591,0.2839358629618564,0.2613926358002187,0.0111111111111111,0.5857988165680473,0.2588996763754045,0.0539215686274509,0.0758542996620353,0.3665139525197834,0.2306710149832323,0.6506024061776953,0.6265059867191088,0.3333333333333333,0.9230769230769232,0.0032871972318339,0.5594769806179727
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Pyrostegia,Pyrostegia venusta,22.558686,88.29112,0.865546218487395,0.5446428571428571,0.7708333333333334,0.146234248314936,0.7551020408163265,0.8309859154929577,0.3223880597014925,0.8062360801781737,0.8625,0.7724358974358975,0.8903508771929824,0.0786437957668773,0.0574460300036589,0.0425531914893617,0.3432835820895522,0.0643827525103366,0.0646766169154228,0.0272966867469879,0.014360041623309,0.0574970429653297,0.7710843311198514,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.129740834386852,0.5393265856998619
Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Caladium,Caladium bicolor,12.492947,75.831553,0.9388888888888888,0.2616822429906542,0.8055555555555556,0.0706336251669387,0.6150234741784038,0.9759036144578314,0.1313868613138686,0.7336956521739131,0.9066666666666666,0.7572254335260116,0.9670781893004116,0.4554079696394686,0.3426495248742314,0.032258064516129,0.4678899082568807,0.3582861364196011,0.2790697674418604,0.1120317002881844,0.4664466446644664,0.2985663003501663,0.5903614437066171,0.6024096247107811,0.6666666666666666,0.2307692307692307,0.0135332845647403,0.5429672375781385
Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Annona squamosa,19.530887,77.415151,0.8203125,0.3831775700934579,0.82,0.0860822831727205,0.5962732919254659,0.8283018867924529,0.2149253731343283,0.7139303482587065,0.8326848249027238,0.6729559748427673,0.86652977412731,0.112938816449348,0.0890762463343108,0.1136363636363636,0.2936507936507936,0.0743862762496302,0.1384615384615384,0.0362332515568975,0.0261934938741022,0.1239108051205606,0.6024096247107811,0.6265059867191088,0.6666666666666666,0.3846153846153846,0.1877126992656278,0.532352514206679
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Coix,Coix lacryma-jobi,9.7939,76.303889,0.760932944606414,0.3571428571428571,0.6304347826086957,0.1565413379776662,0.6170886075949367,0.789010989010989,0.2575757575757575,0.7308584686774942,0.7684478371501272,0.6666666666666666,0.8164705882352942,0.4483433524395359,0.5639949643306756,0.0,0.8421052631578947,0.5440806045340051,0.0454545454545454,0.0270565728341076,0.5563440860215054,0.2974205158968206,0.5903614437066171,0.6024096247107811,0.6666666666666666,0.2307692307692307,0.2369439071566731,0.527090423995226
Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Gloriosa,Gloriosa superba,12.065592,75.199524,0.9103641456582632,0.5714285714285714,0.5,0.2788452064242782,0.880466472303207,0.806841046277666,0.4865671641791044,0.843400447427293,0.8291666666666667,0.8782051282051282,0.8859649122807017,0.0965013456362937,0.0752776635129576,0.0425531914893617,0.518796992481203,0.0921872219256095,0.0646766169154228,0.0355479284138269,0.0052029136316337,0.0592684393737811,0.7710843311198514,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.0929203539823008,0.5386138283569357
Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Zingiber,Zingiber chrysanthum,30.481842,78.034789,0.9465648854961832,0.4201680672268907,0.5,0.1617441535451411,0.780281690140845,0.8595825426944972,0.3171428571428571,0.8832271762208068,0.8815261044176707,0.8529411764705882,0.9386503067484664,0.3684891943033562,0.5435654393000364,0.0,0.8994082840236687,0.4507208002353633,0.0,0.1113405933158092,0.0004164931278633,0.2605297972494846,0.746987911661265,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.008477508650519,0.5380085405923427
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia pycnostegia,15.964716,74.003571,0.9275766016713092,0.2719298245614035,0.7755102040816326,0.0832920178482895,0.6851851851851852,0.898,0.1802325581395348,0.8671328671328671,0.8948497854077253,0.8095238095238095,0.9582417582417584,0.5525352112676056,0.592326139088729,0.0,0.8120300751879699,0.6651857835218093,0.003690036900369,0.2469102632993014,0.0016440608302507,0.3856802276397754,0.5903614437066171,0.6024096247107811,0.6666666666666666,0.2307692307692307,0.0292637465051258,0.5488849164710417
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,Passiflora vesicaria,13.087263,77.567432,0.9243697478991596,0.7678571428571429,0.4375,0.5147015727263847,0.9504373177842566,0.7002012072434608,0.7164179104477612,0.935412026726058,0.8395833333333333,0.9519230769230768,0.7995642701525054,0.0146499238964992,0.0252008765522279,0.0212765957446808,0.8134328358208955,0.0216621253405994,0.0248756218905472,0.015286171347316,0.0010405827263267,0.0101384045837877,0.7710843311198514,0.7590361501156876,0.3333333333333333,1.0,0.0407711757269279,0.5765182422559492
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,Portulaca grandiflora,19.875977,82.943665,0.7969348659003831,0.5607476635514018,0.7111111111111111,0.163263201320132,0.6507936507936508,0.7733990147783252,0.3517915309446254,0.7863849765258216,0.7625,0.6502242152466368,0.8412698412698413,0.0689795090282004,0.0590638930163447,0.0465116279069767,0.3615384615384615,0.0598659717051377,0.0531914893617021,0.0173267326732673,0.0123304562268803,0.0440815570544382,0.746987911661265,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.2592175626231354,0.5287601328538383
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Linderniaceae,Torenia,Torenia fournieri,10.739648,76.088762,0.9270833333333334,0.6448598130841121,0.42,0.3863973313565604,0.9470404984423676,0.7660377358490567,0.6697530864197531,0.8925,0.7976653696498055,0.9394904458598726,0.8603696098562629,0.2358912594631796,0.197051597051597,0.0681818181818181,0.6825396825396826,0.2166951323654995,0.1290322580645161,0.0980937251787132,0.008893280632411,0.2110552763819095,0.7590361501156876,0.7349397306571012,0.3333333333333333,0.7692307692307693,0.0381515314347125,0.5461525241310614
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia heterophylla,14.282472,75.765256,0.9479166666666666,0.794392523364486,0.58,0.310026138909634,0.91875,0.7798861480075902,0.6225806451612903,0.8989637305699482,0.9280155642023348,0.9331210191082804,0.893223819301848,0.1589895988112927,0.1705756929637526,0.0,0.84,0.1729552378720412,0.0053763440860215,0.0342220453641066,0.0005499037668408,0.0920803931451613,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.0082392978685294,0.5548347868737717
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cyathocline,Cyathocline purpurea,19.981065,72.745182,0.957983193277311,0.308411214953271,0.5365853658536586,0.2188957055214724,0.7579365079365079,0.9192200557103064,0.2551020408163265,0.8166666666666667,0.8793103448275862,0.852017937219731,0.9308176100628932,0.1423888255416191,0.1026463512429831,0.1860465116279069,0.3769230769230769,0.1184237253707089,0.2108433734939759,0.0413066954643628,0.0363748458692971,0.0912629430882019,0.6506024061776953,0.6265059867191088,0.3333333333333333,0.9230769230769232,0.0115395440472839,0.5551018029862076
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pyrrosia,Pyrrosia piloselloides,9.789814,76.305333,0.9498607242339832,0.4473684210526316,0.6122448979591837,0.2366881507188894,0.8364197530864198,0.872,0.3604651162790697,0.8674418604651163,0.8843683083511777,0.8855218855218855,0.9230769230769232,0.1174647887323943,0.0727127447063523,0.0384615384615384,0.3082706766917293,0.0858239095315024,0.062730627306273,0.0343901128425577,0.052609946568023,0.0773236486616321,0.9156626180703354,0.0,0.6666666666666666,0.0,0.0305684995340167,0.5701962008704254
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,Nerium oleander,12.963149,77.50529,0.9467787114845938,0.1875,0.9583333333333334,0.045521726278451,0.7055393586005831,0.971830985915493,0.0626865671641791,0.8523489932885906,0.93125,0.8173076923076923,0.9824561403508772,0.4121491733948481,0.2955102040816326,0.4042553191489361,0.3834586466165413,0.3206976330307884,0.4925373134328358,0.1382691836234371,0.291363163371488,0.301263008256028,0.8795180750578437,0.9036144370661716,0.6666666666666666,0.6923076923076923,0.0026864728192161,0.5598428653657463
